borough,date,count
MANHATTAN,2018-04-04,68
BRONX,2018-05-09,38
STATEN ISLAND,2018-05-07,1
MANHATTAN,2018-05-10,53
BRONX,2018-05-31,32
BRONX,2018-08-01,36
MANHATTAN,2018-08-06,38
QUEENS,2018-08-07,54
MANHATTAN,2018-08-10,56
STATEN ISLAND,2018-07-30,1
STATEN ISLAND,2019-02-25,1
BRONX,2019-05-05,22
MANHATTAN,2019-05-26,18
BRONX,2019-09-08,50
BRONX,2019-09-30,21
MANHATTAN,2019-12-30,87
MANHATTAN,2018-09-15,21
BRONX,2018-10-14,36
MANHATTAN,2018-12-13,67
BROOKLYN,2019-05-31,33
QUEENS,2019-06-01,35
BRONX,2019-06-14,40
QUEENS,2019-09-30,10
BRONX,2019-11-24,13
MANHATTAN,2019-11-30,23
MANHATTAN,2018-03-20,72
STATEN ISLAND,2018-04-06,8
BRONX,2018-04-11,43
MANHATTAN,2018-04-15,16
BRONX,2018-05-21,29
STATEN ISLAND,2018-03-24,5
QUEENS,2018-07-13,30
QUEENS,2018-08-26,16
STATEN ISLAND,2018-10-03,26
QUEENS,2018-10-04,22
BRONX,2018-11-02,57
QUEENS,2018-11-16,16
BROOKLYN,2018-12-28,23
QUEENS,2019-01-21,10
MANHATTAN,2019-01-29,113
MANHATTAN,2019-02-19,178
QUEENS,2019-04-09,60
BROOKLYN,2019-07-05,77
BROOKLYN,2019-08-20,70
STATEN ISLAND,2019-09-04,40
BROOKLYN,2019-09-10,27
STATEN ISLAND,2019-09-22,11
BRONX,2019-11-04,93
QUEENS,2018-08-02,37
STATEN ISLAND,2018-09-13,6
BROOKLYN,2018-11-19,31
QUEENS,2019-01-06,21
BROOKLYN,2019-04-13,37
BROOKLYN,2019-04-26,101
MANHATTAN,2019-05-15,153
STATEN ISLAND,2019-05-29,5
BROOKLYN,2019-06-16,34
STATEN ISLAND,2019-08-18,12
MANHATTAN,2019-08-20,64
BRONX,2019-09-23,28
STATEN ISLAND,2019-11-06,60
QUEENS,2019-11-10,17
BRONX,2019-11-16,23
BROOKLYN,2018-01-14,115
BROOKLYN,2018-01-23,44
BROOKLYN,2018-01-26,68
QUEENS,2018-03-27,34
STATEN ISLAND,2018-04-16,3
BRONX,2018-06-01,47
BROOKLYN,2018-04-24,28
MANHATTAN,2018-06-12,17
BROOKLYN,2018-08-07,25
STATEN ISLAND,2018-08-18,4
STATEN ISLAND,2018-08-23,8
MANHATTAN,2018-09-14,66
QUEENS,2019-01-09,23
BRONX,2019-04-27,29
BROOKLYN,2019-05-19,29
QUEENS,2019-05-28,7
STATEN ISLAND,2019-08-02,13
BRONX,2019-09-01,42
BROOKLYN,2019-09-21,44
BRONX,2018-09-13,57
MANHATTAN,2018-09-27,12
MANHATTAN,2018-10-31,53
MANHATTAN,2018-11-01,134
STATEN ISLAND,2019-05-23,12
BROOKLYN,2019-06-11,110
BRONX,2019-07-13,53
STATEN ISLAND,2019-08-05,10
BRONX,2019-09-25,18
QUEENS,2019-10-17,80
BRONX,2019-10-25,22
STATEN ISLAND,2019-11-19,2
MANHATTAN,2019-11-20,44
BRONX,2018-02-03,78
BROOKLYN,2018-02-05,28
STATEN ISLAND,2018-03-10,10
QUEENS,2018-04-05,15
STATEN ISLAND,2018-04-25,6
BROOKLYN,2018-05-21,26
MANHATTAN,2018-05-31,136
QUEENS,2018-01-07,23
BROOKLYN,2018-04-22,60
BROOKLYN,2018-04-29,65
BRONX,2018-06-26,26
STATEN ISLAND,2018-07-20,7
STATEN ISLAND,2018-09-29,2
BROOKLYN,2018-11-02,32
QUEENS,2018-11-18,33
MANHATTAN,2018-11-23,25
MANHATTAN,2019-01-31,28
STATEN ISLAND,2019-04-13,2
BROOKLYN,2019-04-17,13
STATEN ISLAND,2019-07-15,3
MANHATTAN,2019-09-11,32
BRONX,2019-12-08,19
QUEENS,2019-12-23,14
BROOKLYN,2019-12-30,15
QUEENS,2018-01-05,12
BROOKLYN,2018-03-20,40
BROOKLYN,2018-04-03,14
BROOKLYN,2018-05-14,39
BRONX,2018-05-22,24
MANHATTAN,2018-06-16,33
QUEENS,2018-06-25,13
BRONX,2018-07-11,26
MANHATTAN,2018-07-23,17
BROOKLYN,2018-10-02,28
STATEN ISLAND,2018-12-05,21
STATEN ISLAND,2018-12-25,8
BROOKLYN,2019-05-16,38
MANHATTAN,2019-06-17,50
MANHATTAN,2019-08-26,64
BRONX,2018-09-08,65
BROOKLYN,2018-10-31,50
STATEN ISLAND,2018-11-24,2
STATEN ISLAND,2018-12-06,3
BROOKLYN,2019-01-02,39
MANHATTAN,2019-01-03,94
STATEN ISLAND,2019-01-05,2
BRONX,2019-01-15,45
MANHATTAN,2019-01-28,71
BRONX,2019-02-01,45
BRONX,2019-02-18,47
STATEN ISLAND,2019-03-06,4
QUEENS,2019-04-21,14
QUEENS,2019-06-09,20
STATEN ISLAND,2019-07-26,14
QUEENS,2019-09-15,20
STATEN ISLAND,2019-11-25,4
STATEN ISLAND,2018-01-11,11
BROOKLYN,2018-03-06,39
BROOKLYN,2018-04-15,55
QUEENS,2018-04-22,25
BROOKLYN,2018-04-26,30
STATEN ISLAND,2018-05-15,5
BRONX,2018-06-10,56
QUEENS,2018-07-16,21
QUEENS,2018-01-20,57
QUEENS,2018-02-07,37
MANHATTAN,2018-03-19,121
MANHATTAN,2018-05-24,82
QUEENS,2018-06-15,38
STATEN ISLAND,2018-08-17,3
BROOKLYN,2018-10-03,15
STATEN ISLAND,2018-11-15,1
MANHATTAN,2019-01-05,9
BRONX,2019-01-09,50
QUEENS,2019-02-06,92
MANHATTAN,2019-03-17,15
BROOKLYN,2019-04-25,108
QUEENS,2019-04-30,11
MANHATTAN,2019-05-14,169
STATEN ISLAND,2019-08-10,2
MANHATTAN,2019-10-22,152
BROOKLYN,2019-11-09,26
QUEENS,2018-05-06,16
BRONX,2018-11-24,25
STATEN ISLAND,2019-01-03,2
BROOKLYN,2019-01-17,92
MANHATTAN,2019-04-13,31
MANHATTAN,2019-06-29,14
MANHATTAN,2019-08-06,76
MANHATTAN,2019-10-07,122
BRONX,2019-12-05,53
BRONX,2018-05-02,55
BRONX,2018-07-12,42
STATEN ISLAND,2018-07-24,17
QUEENS,2018-05-07,40
MANHATTAN,2018-06-13,75
BRONX,2018-07-06,72
QUEENS,2018-07-17,103
STATEN ISLAND,2018-09-16,21
BRONX,2018-11-03,66
BRONX,2018-11-18,36
BROOKLYN,2018-11-20,52
STATEN ISLAND,2018-11-23,6
BRONX,2019-01-19,46
BROOKLYN,2019-01-21,23
STATEN ISLAND,2019-04-07,2
MANHATTAN,2019-04-15,106
STATEN ISLAND,2019-06-30,8
MANHATTAN,2019-07-15,43
QUEENS,2019-07-17,73
MANHATTAN,2019-10-15,144
STATEN ISLAND,2019-11-09,6
BROOKLYN,2019-11-15,23
BROOKLYN,2018-07-20,107
QUEENS,2018-09-11,35
BROOKLYN,2018-10-06,65
MANHATTAN,2018-10-15,18
BRONX,2018-11-30,30
STATEN ISLAND,2018-12-16,2
STATEN ISLAND,2019-01-20,1
BROOKLYN,2019-03-08,38
BROOKLYN,2019-04-30,89
BROOKLYN,2019-05-12,37
QUEENS,2019-05-22,9
BROOKLYN,2019-06-08,36
BROOKLYN,2019-06-26,18
STATEN ISLAND,2019-07-04,7
BRONX,2019-07-25,27
BROOKLYN,2019-09-07,34
MANHATTAN,2019-10-06,11
STATEN ISLAND,2019-10-11,3
STATEN ISLAND,2019-11-10,7
MANHATTAN,2019-11-19,13
BRONX,2018-01-05,21
BROOKLYN,2018-01-24,179
BRONX,2018-02-10,56
MANHATTAN,2018-04-08,34
BRONX,2018-04-21,35
QUEENS,2018-04-26,35
BROOKLYN,2018-05-22,33
BRONX,2018-05-24,93
STATEN ISLAND,2018-06-12,3
BRONX,2018-02-16,58
BROOKLYN,2018-06-04,42
BRONX,2018-07-29,107
QUEENS,2018-10-22,13
QUEENS,2019-02-07,39
QUEENS,2019-05-13,12
STATEN ISLAND,2019-04-16,2
BROOKLYN,2019-06-24,17
BRONX,2019-07-03,63
BROOKLYN,2019-07-15,27
QUEENS,2019-11-07,10
BRONX,2019-11-21,37
BRONX,2019-12-29,12
STATEN ISLAND,2018-07-27,5
BROOKLYN,2018-07-27,46
BROOKLYN,2018-09-16,43
STATEN ISLAND,2018-09-17,8
BRONX,2018-11-08,40
MANHATTAN,2018-11-15,70
BROOKLYN,2019-02-01,54
BRONX,2019-02-05,47
BRONX,2019-04-01,40
STATEN ISLAND,2019-05-16,16
STATEN ISLAND,2019-06-06,8
QUEENS,2019-08-18,14
STATEN ISLAND,2019-09-12,1
STATEN ISLAND,2019-09-16,3
QUEENS,2019-09-19,31
BRONX,2019-11-05,146
QUEENS,2019-11-09,15
STATEN ISLAND,2019-12-16,4
STATEN ISLAND,2018-01-12,3
MANHATTAN,2018-01-20,16
STATEN ISLAND,2018-02-06,2
BROOKLYN,2018-04-04,90
BRONX,2018-04-12,52
MANHATTAN,2018-05-19,32
BRONX,2018-06-18,31
QUEENS,2018-06-21,17
BRONX,2018-01-12,39
BROOKLYN,2018-02-04,53
BRONX,2018-03-24,58
BROOKLYN,2018-05-09,81
QUEENS,2018-06-05,58
QUEENS,2018-06-09,40
QUEENS,2018-07-12,12
BROOKLYN,2018-10-27,35
MANHATTAN,2018-11-06,72
BROOKLYN,2018-12-16,26
STATEN ISLAND,2019-01-09,2
BRONX,2019-02-14,26
QUEENS,2019-04-05,24
BRONX,2019-04-16,48
STATEN ISLAND,2019-05-04,13
BRONX,2019-05-17,63
STATEN ISLAND,2019-08-15,2
QUEENS,2019-09-13,84
QUEENS,2019-10-08,11
BROOKLYN,2019-10-14,20
QUEENS,2019-11-04,5
MANHATTAN,2019-11-06,82
STATEN ISLAND,2019-12-27,1
BRONX,2018-07-24,187
MANHATTAN,2018-09-19,82
QUEENS,2018-09-21,28
MANHATTAN,2018-11-20,111
STATEN ISLAND,2019-02-07,8
BRONX,2019-03-16,61
QUEENS,2019-05-31,18
MANHATTAN,2019-06-11,47
BRONX,2019-06-15,48
BRONX,2019-06-22,37
BRONX,2019-09-02,21
BROOKLYN,2019-09-29,22
BRONX,2019-10-09,16
BRONX,2019-10-29,77
MANHATTAN,2019-12-24,99
BRONX,2018-01-01,49
MANHATTAN,2018-06-07,112
BRONX,2018-06-08,38
BROOKLYN,2018-01-04,7
QUEENS,2018-07-05,13
STATEN ISLAND,2018-07-17,5
BRONX,2018-08-09,50
BRONX,2018-11-16,19
MANHATTAN,2018-12-12,67
BRONX,2018-12-19,15
BROOKLYN,2019-03-01,33
BROOKLYN,2019-05-09,41
BRONX,2019-05-29,91
QUEENS,2019-06-04,14
MANHATTAN,2019-10-31,32
BROOKLYN,2018-08-15,76
QUEENS,2018-09-16,25
QUEENS,2018-12-01,37
MANHATTAN,2018-12-28,41
MANHATTAN,2019-01-08,16
STATEN ISLAND,2019-01-23,13
BROOKLYN,2019-07-31,20
BROOKLYN,2019-09-23,20
MANHATTAN,2019-10-04,161
BROOKLYN,2018-03-24,65
BROOKLYN,2018-01-12,34
BRONX,2018-03-31,47
BROOKLYN,2018-04-06,53
QUEENS,2018-05-13,37
STATEN ISLAND,2018-07-19,2
STATEN ISLAND,2018-07-28,7
STATEN ISLAND,2018-08-07,5
QUEENS,2018-10-12,25
MANHATTAN,2018-10-26,74
MANHATTAN,2018-10-30,44
BROOKLYN,2018-12-04,43
QUEENS,2018-12-06,13
BRONX,2018-12-21,14
MANHATTAN,2018-12-27,31
MANHATTAN,2019-04-17,139
QUEENS,2019-07-05,32
BROOKLYN,2019-07-18,40
QUEENS,2019-08-13,26
STATEN ISLAND,2019-08-14,9
